id,question,words,core_word,answer,freq
880,手足口疫苗是一类疫苗还是二类疫苗,"手足口,疫苗,一类,疫苗,二类,疫苗",手足口,非免疫规划,
881,手足口疫苗属于什么疫苗,"手足口,疫苗,疫苗",手足口,灭活疫苗,
882,手足口疫苗是一类还是二类,"手足口,疫苗,一类,二类",手足口,非免疫规划,
883,手足口疫苗是属于国产的么,"手足口,疫苗,国产",手足口,是,
884,手足口疫苗是属于活的还是死的疫苗呀,"手足口,疫苗,死,疫苗",手足口,手足口病疫苗是属于灭活疫苗,
885,手足口疫苗多久起效,"手足口,疫苗,多久,起效",手足口,一周后可以产生抗体,
886,接种手足口疫苗要不要做蛋清测试,"接种,手足口,疫苗,做,蛋清,测试",手足口,不需要做蛋清测试,
887,打手足口疫苗能吃鸡蛋吗,"手足口,疫苗,吃,鸡蛋",手足口,不对鸡蛋过敏，打了手足口病疫苗可以吃鸡蛋,
888,手足口疫苗的年龄限制,"手足口,疫苗,年龄",手足口,疫苗接种对象为≥6月龄易感儿童，越早接种越好；鼓励在12月龄前完成接种程序，以便尽早发挥保护作用。对于5岁以上儿童，不推荐接种。如今后疾病流行病学特征发生变化，出现大年龄组儿童发病率增高的趋势时，经科学评估后，再对接种对象做出评估和调整,
889,手足口疫苗是自费还是免费,"手足口,疫苗,自费,免费",手足口,自费,
890,手足口疫苗的接种方式哪种比较好,"手足口,疫苗,接种,方式",手足口,手足口病疫苗的基础免疫程序为2剂次，间隔1个月。每1次人用剂量为0.5ml。,
891,哪种手足口疫苗比较好,"手足口,疫苗",手足口,在正规接种门诊接种手足口病疫苗即可,
892,手足口疫苗的常识,"手足口,疫苗,常识",手足口,EV71型手足口病疫苗是中国领先研发的创新型疫苗，该疫苗用于预防EV71感染所致的手足口病，是目前唯一可用于预防手足口病的疫苗于2016年上半年正式上市。,
893,手足口疫苗打几价比较好,"手足口,疫苗,打几价",手足口,手足口疫苗不区分几价，在正规接种门诊接种手足口病疫苗即可,
894,手足口疫苗不能空腹注射是吗,"手足口,疫苗,空腹,注射",手足口,不用空腹,
895,打完手足口疫苗之后哪些食物能吃哪些不能,"完,手足口,疫苗,食物,吃",手足口,"打完手足口病疫苗之后,在饮食方面没有什么特殊的要求",
896,疾病患者是否能接种手足口疫苗,"疾病,患者,接种,手足口,疫苗",手足口,不能接种的对象为：已知对该疫苗所含任何成分，包括辅料及抗生素过敏者；患急性疾病、严重慢性疾病、慢性疾病的急性发作期和发热者；免疫缺陷、免疫功能低下或正在接受免疫抑制剂治疗者；患脑病、未控制的癫痫和其他进行性神经系统疾病者。,
897,接种手足口疫苗和季节有关系吗,"接种,手足口,疫苗,季节,关系",手足口,没有关系,
898,天气热不能打手足口疫苗吗,"天气,热,手足口,疫苗",手足口,天气热可以接种手足口病疫苗,
899,两个月宝宝打手足口疫苗会引起肚子痛吗,"两个,月,宝宝,手足口,疫苗,肚子痛",手足口,通常不会引起肚子痛,
900,打了水痘疫苗之后还会感染吗,"水痘,疫苗,还会,感染",水痘,理论上，打了水痘疫苗得该病的概率很小，即使得了水痘，症状也很轻。少数人接种后未产生保护力，或者仍然发病，与疫苗本身特性和受种者个人体质有关。,
901,打了水痘疫苗之后还会传染吗,"水痘,疫苗,还会,传染",水痘,接种水痘疫苗后，被传染的几率比较小，而不能绝对排除。所以打了水痘疫苗还是可能被传染。,
902,打了水痘疫苗之后还会得病吗,"水痘,疫苗,还会,得病",水痘,理论上，打了水痘疫苗得该病的概率很小，即使得了水痘，症状也很轻。少数人接种后未产生保护力，或者仍然发病，与疫苗本身特性和受种者个人体质有关。,
903,不打水痘疫苗之后会得水痘吗,"水痘,疫苗,会得,水痘",水痘,会有可能得水痘。,
904,打了水痘疫苗之后会得湿疹吗,"水痘,疫苗,会得,湿疹",水痘,水痘疫苗和湿疹没有关系，所以打了水痘疫苗也是会有得湿疹得可能,
905,刚出水痘可以接种水痘疫苗吗,"刚出,水痘,接种,水痘,疫苗",水痘,出过水痘就不需要在接种水痘了。,
906,被动物伤了能不能打水痘疫苗,"动物,伤,水痘,疫苗",水痘,建议及时接种狂犬病疫苗，再考虑接种水痘疫苗。,
907,水痘疫苗的免疫程序是什么,"水痘,疫苗,免疫,程序",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
908,孕期被动物伤了能不能打水痘疫苗,"孕期,动物,伤,水痘,疫苗",水痘,可以接种狂犬病疫苗,
909,接种水痘疫苗有哪些不良反应,"接种,水痘,疫苗,不良反应",水痘,接种本疫苗后一般无反应，在接种6-18天内少数人可有短暂一过性的发热或轻微皮疹，一般无需治疗会自行消退，必要时可对症治疗。严重反应/过敏性休克发生时由医生采取措施。,
910,什么情况下不能打水痘疫苗,"情况,水痘,疫苗",水痘,接种疫苗之前，应如实向预防接种医生告知儿童身体健康状况。若有感冒、发热等症状，待恢复健康后进行补种。,
911,打水痘疫苗该间隔多久,"水痘,疫苗,间隔,多久",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
912,打水痘疫苗间隔最长是多久,"水痘,疫苗,间隔,最长,多久",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
913,给孩子打水痘疫苗什么时候打适合,"孩子,水痘,疫苗,适合",水痘,上海市推荐接种2剂，分别在1岁、4岁时接种。,
914,水痘疫苗适合多大的时候打,"水痘,疫苗,适合,多大",水痘,上海市推荐接种2剂，分别在1岁、4岁时接种。,
915,接种水痘疫苗该注意什么,"接种,水痘,疫苗",水痘,接种疫苗之前，应如实向预防接种医生告知儿童身体健康状况。若有感冒、发热等症状，待恢复健康后进行补种；接种疫苗后，须在预防接种单位留观至少30分钟。若儿童出现轻度发热等一般反应，通常不需任何处理。若高烧不退或伴有其他并发症者，应及时到医院就诊；局部可能有红肿，疼痛，发痒或者有低热，疲倦头痛，一般不需要处理，会自行消失；局部有硬结1-2月可吸收。,
916,接种水痘疫苗的不良反应,"接种,水痘,疫苗,不良反应",水痘,注射后一般无局部反应。在6-18天时，少数人可以短暂发热、轻微皮疹或疱疹。一般不需要特殊处理，必要时可对症治疗。,
917,水痘疫苗不同价之间的区别该怎么选择,"水痘,疫苗,价,之间,区别,选择",水痘,水痘疫苗没有价之间的区分。,
918,接种水痘疫苗的作用,"接种,水痘,疫苗,作用",水痘,接种水痘疫苗是为了预防出水痘。,
919,接种水痘疫苗的反应是什么,"接种,水痘,疫苗",水痘,注射后一般无局部反应。在6-18天时，少数人可以短暂发热、轻微皮疹或疱疹。一般不需要特殊处理，必要时可对症治疗。,
920,接种水痘疫苗会有反应吗,"接种,水痘,疫苗",水痘,注射后一般无局部反应。在6-18天时，少数人可以短暂发热、轻微皮疹或疱疹。一般不需要特殊处理，必要时可对症治疗。,
921,为什么出生要打水痘疫苗,"出生,水痘,疫苗",水痘,不需要出生打水痘疫苗，最佳的时间是在1岁。,
922,水痘疫苗从出生开始打几次,"水痘,疫苗,出生,几次",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
923,水痘疫苗是不是刚出生的时候打过了,"水痘,疫苗,刚出生,打过",水痘,可以查看预防接种证。,
924,水痘疫苗的接种对象,"水痘,疫苗,接种,对象",水痘,水痘疫苗接种的对象主要为≥1岁儿童,
925,打水痘疫苗后可以吃药物吗,"水痘,疫苗,吃,药物",水痘,打水痘疫苗后看吃的是什么药物，免疫抑制类的药物都需要咨询医生，再做决定。,
926,打水痘疫苗后可以吃食物吗,"水痘,疫苗,吃,食物",水痘,打水痘疫苗后可以吃食物，一般不要吃辛辣刺激的就好。,
927,打水痘疫苗的时间,"水痘,疫苗,时间",水痘,上海市推荐接种2剂。1～12岁的儿童在1岁、4岁时接种2剂；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
928,打水痘疫苗后可以喝酒吗,"水痘,疫苗,喝酒",水痘,打水痘疫苗后不要过量饮酒。,
929,打水痘疫苗可以喂奶吗,"水痘,疫苗,喂奶",水痘,打水痘疫苗可以喂奶。,
930,打水痘疫苗的地点,"水痘,疫苗,地点","水痘,地点,哪里,接种点",可在居住地所在的社区卫生服务中心和部分特需接种门诊进行接种。详细信息可关注“上海疾控”微信公众号进行查询。,
931,接种水痘疫苗能中断吗,"接种,水痘,疫苗,中断",水痘,水痘疫苗接种1剂效果欠佳，建议接种2剂。,
932,接种水痘疫苗的过敏情况,"接种,水痘,疫苗,过敏,情况",水痘,少数人可能出现过敏性皮疹等症状。,
933,水痘疫苗可以报销吗,"水痘,疫苗,报销",水痘,上海市免费为儿童接种水痘疫苗。,
934,打了水痘疫苗可以洗澡吗如果洗了有什么影响,"水痘,疫苗,洗澡,洗,影响",水痘,可以洗澡，请避免着凉和保持接种部位干净干燥。,
935,接种了水痘疫苗红肿可以洗澡吗,"接种,水痘,疫苗,红肿,洗澡",水痘,可以洗澡，请避免着凉和保持接种部位干净干燥。,
936,打了水痘疫苗后怎么洗澡,"水痘,疫苗,洗澡",水痘,可以洗澡，请避免着凉和保持接种部位干净干燥。,
937,接种了水痘疫苗后有脓可以洗澡吗,"接种,水痘,疫苗,脓,洗澡",水痘,可以洗澡，请避免着凉和保持接种部位干净干燥。,
938,打水痘疫苗前可以洗澡吗,"水痘,疫苗,前,洗澡",水痘,可以洗澡，请避免着凉和保持接种部位干净干燥。,
939,打水痘疫苗会拉肚子吗,"水痘,疫苗,拉肚子",水痘,一般不会。,
940,宝宝打了水痘疫苗会哭闹吗,"宝宝,水痘,疫苗,哭闹",水痘,如果发生不良反应，可能导致哭闹。,
941,打水痘疫苗之后会不会过敏,"水痘,疫苗,会不会,过敏",水痘,少数人可能出现过敏性皮疹等症状。,
942,打水痘疫苗之后过敏有什么症状,"水痘,疫苗,过敏,症状",水痘,少数人可能出现过敏性皮疹等症状。,
943,打水痘疫苗可以要孩子吗,"水痘,疫苗,孩子",水痘,打水痘疫苗可以要孩子。,
944,打水痘疫苗多久可以怀孕,"水痘,疫苗,多久,怀孕",水痘,谨慎起见，打水痘疫苗后3个月再怀孕,
945,水痘疫苗的反应期,"水痘,疫苗,期",水痘,注射后一般无局部反应。在6-18天时，少数人可以短暂发热、轻微皮疹或疱疹。一般不需要特殊处理，必要时可对症治疗。,
946,水痘疫苗的简写,"水痘,疫苗,简写",水痘,VZV,
947,水痘疫苗的学名,"水痘,疫苗,学名",水痘,水痘疫苗,
948,水痘疫苗是什么疫苗,"水痘,疫苗,疫苗",水痘,减毒活疫苗,
949,打了水痘疫苗有什么反应,"水痘,疫苗",水痘,注射后一般无局部反应。在6-18天时，少数人可以短暂发热、轻微皮疹或疱疹。一般不需要特殊处理，必要时可对症治疗。,
950,过度接种水痘疫苗的危害,"过度,接种,水痘,疫苗,危害",水痘,接种后可能会发生一过性不良反应。,
951,打水痘疫苗会引起发烧吗,"水痘,疫苗,发烧",水痘,接种后可能引起一过性发热。,
952,打水痘疫苗会引起红疹吗,"水痘,疫苗,红疹",水痘,打水痘疫苗后可能会引起轻微的红疹。,
953,打水痘疫苗会引起心悸吗,"水痘,疫苗,心悸",水痘,打水痘疫苗不会引起心悸。,
954,打水痘疫苗会引起癫痫吗,"水痘,疫苗,癫痫",水痘,打水痘疫苗不会引起癫痫。,
955,打水痘疫苗会引起银肖病吗,"水痘,疫苗,银肖病",水痘,打水痘疫苗不会引起银肖病。,
956,打水痘疫苗会引起脑炎吗,"水痘,疫苗,脑炎",水痘,打水痘疫苗不会一起脑炎。,
957,打水痘疫苗会引起荨麻疹吗,"水痘,疫苗,荨麻疹",水痘,打水痘疫苗不会引起荨麻疹。,
958,打水痘疫苗会引起急性肠胃炎吗,"水痘,疫苗,急性,肠胃炎",水痘,打水痘疫苗不会引起急性肠胃炎。,
959,打水痘疫苗引起的发烧一般多少度,"水痘,疫苗,发烧,多少度",水痘,打完水痘疫苗发烧一般多为低烧，只要不超过38.5度的话都是正常的，这个一般在3～5天内会消失。轻微发热一般不需处理，只要加强观察，适当休息，多喝开水，注意保暖，防止继发感染。体温较高者，应该去医院作对症处理，必要时要补液。,
960,水痘疫苗要不要打,"水痘,疫苗",水痘,水痘疫苗要打的，为了更好的预防水痘病毒。,
961,水痘疫苗能预防什么疾病,"水痘,疫苗,预防,疾病",水痘,水痘疫苗能预防水痘,
962,水痘疫苗什么情况下需要补种,"水痘,疫苗,情况,补种",水痘,接种过2剂后不需要补种。,
963,水痘疫苗需要打进口的吗,"水痘,疫苗,进口",水痘,打国产疫苗或进口疫苗都可以。,
964,水痘疫苗一年接种几次,"水痘,疫苗,一年,接种,几次",水痘,推荐2岁儿童开始接种。1～12岁的儿童接种一剂量(0.5ml)；13岁及以上的儿童、青少年和成人接种2剂量，间隔6-10周。,
965,有性生活是否还需要打水痘疫苗,"性生活,水痘,疫苗",水痘,有性生活没有进行过水痘疫苗接种的话，需要打水痘疫苗。,
966,打水痘疫苗该如何预约,"水痘,疫苗,预约",水痘,打水痘疫苗预约需要去疫苗防疫站或者正规的疫苗医院。,
